,DBN,school_name,school_type,administrative district,american indian/alaskan native removals or suspensions resulting from incidents where nypd was contacted,asian removals or suspensions resulting from incidents where nypd was contacted,black removals or suspensions resulting from incidents where nypd was contacted,hispanic removals or suspensions resulting from incidents where nypd was contacted,white removals or suspensions resulting from incidents where nypd was contacted,multi-racial removals or suspensions resulting from incidents where nypd was contacted,unknown removals or suspensions resulting from incidents where nypd was contacted,principal,removal,superintendent,expulsions,female removals or suspensions resulting from incidents where nypd was contacted,male removals or suspensions resulting from incidents where nypd was contacted,total removals or suspensions resulting from incidents where nypd was contacted
453,09X555,Mount Eden Children's Academy,Elementary,9.0,3,3,3,3,3,3,3,0,7,0,0,3,3,3
454,09X564,Claremont International HS,High school,9.0,3,3,3,3,3,3,3,20,0,0,0,3,3,3
455,09X568,Young Women's Leadership School of the Bronx,Secondary School,9.0,3,3,3,3,3,3,3,12,3,3,0,3,3,3
456,09X593,South Bronx International Middle School,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,3,0,0,0,3,3,3
457,09X594,M.S. 594,Junior High-Intermediate-Middle,9.0,3,3,3,3,3,3,3,17,3,3,0,3,3,3
458,10X003,P.S. 3 Raul Julia Micro Society,K-8,10.0,3,3,3,3,3,3,3,3,6,3,0,3,3,3
459,10X007,Milton Fein School,Elementary,10.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
460,10X008,P.S. 008 Isaac Varian,Elementary,10.0,3,3,3,3,3,3,3,3,27,3,0,3,3,3
461,10X009,P.S. 9 Ryer Avenue Elementary School,Elementary,10.0,3,3,3,3,3,3,3,6,3,3,0,3,3,3
462,10X015,P.S. X015 Institute for Environmental Learning,K-8,10.0,3,3,3,3,3,3,3,3,7,3,0,3,3,3
463,10X020,"PS/MS 20 P.O.George J. Werdann, III",K-8,10.0,3,3,3,3,3,3,3,3,24,3,0,3,3,3
464,10X023,P.S. 023 The New Children's School,Elementary,10.0,3,3,3,3,3,3,3,0,0,3,0,3,3,3
465,10X024,P.S. 024 Spuyten Duyvil,Elementary,10.0,3,3,3,3,3,3,3,0,19,0,0,3,3,3
466,10X032,P.S. 032 Belmont,Elementary,10.0,3,3,3,3,3,3,3,3,6,3,0,3,3,3
467,10X033,P.S. 033 Timothy Dwight,Elementary,10.0,3,3,3,3,3,3,3,3,6,3,0,3,3,3
468,10X037,P.S. X037 - Multiple Intelligence School,K-8,10.0,3,3,3,3,3,3,3,3,8,3,0,3,3,3
469,10X045,Thomas C. Giordano Middle School 45,Junior High-Intermediate-Middle,10.0,3,3,3,9,3,3,3,55,26,35,0,3,3,16
470,10X046,P.S. 046 Edgar Allan Poe,Elementary,10.0,3,3,3,3,3,3,3,3,19,3,0,3,3,3
471,10X051,P.S. 051 Bronx New School,Elementary,10.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
472,10X054,P.S./I.S. 54,Elementary,10.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
473,10X056,P.S. 056 Norwood Heights,Elementary,10.0,3,3,3,3,3,3,3,3,28,3,0,3,3,3
474,10X059,P.S. 059 The Community School of Technology,Elementary,10.0,3,3,3,3,3,3,3,3,0,3,0,3,3,3
475,10X077,Bedford Park Elementary School,Elementary,10.0,3,3,3,3,3,3,3,0,35,0,0,3,3,3
476,10X080,J.H.S. 080 The Mosholu Parkway,Junior High-Intermediate-Middle,10.0,3,3,3,3,3,3,3,20,0,7,0,3,3,3
477,10X081,P.S. 081 Robert J. Christen,Elementary,10.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
478,10X085,P.S. 085 Great Expectations,Elementary,10.0,3,3,3,3,3,3,3,3,25,3,0,3,3,3
479,10X086,P.S. 086 Kingsbridge Heights,Elementary,10.0,3,3,3,3,3,3,3,3,0,0,0,3,3,3
480,10X091,P.S. 091 Bronx,Elementary,10.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3
481,10X094,P.S. 094 Kings College School,Elementary,10.0,3,3,3,3,3,3,3,10,43,0,0,3,3,3
482,10X095,P.S. 095 Sheila Mencher,K-8,10.0,3,3,3,3,3,3,3,36,3,3,0,3,3,3
483,10X118,J.H.S. 118 William W. Niles,Junior High-Intermediate-Middle,10.0,3,3,3,12,3,3,3,94,103,32,0,3,3,13
484,10X141,Riverdale / Kingsbridge Academy (Middle School / H,Secondary School,10.0,3,3,3,3,3,3,3,117,6,17,0,3,3,8
485,10X159,P.S. 159 Luis Munoz Marin Biling,Elementary,10.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
486,10X205,P.S. 205 Fiorello LaGuardia,Elementary,10.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
487,10X206,I.S. 206 Ann Mersereau,Junior High-Intermediate-Middle,10.0,3,3,3,3,3,3,3,3,3,9,0,3,3,3
488,10X207,P.S. 207,Early Childhood,10.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
489,10X209,P.S. 209,Early Childhood,10.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3
490,10X213,Bronx Engineering and Technology Academy,High school,10.0,3,3,3,3,3,3,3,3,0,3,0,3,3,3
491,10X225,Theatre Arts Production Company School,Secondary School,10.0,3,3,3,3,3,3,3,34,7,6,0,3,3,3
492,10X226,P.S. 226,Elementary,10.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3
493,10X228,Jonas Bronck Academy,Junior High-Intermediate-Middle,10.0,3,3,3,3,3,3,3,9,26,0,0,3,3,3
494,10X237,"The Marie Curie School for Medicine, Nursing, and",High school,10.0,3,3,3,3,3,3,3,26,3,3,0,3,3,3
495,10X243,West Bronx Academy for the Future,Secondary School,10.0,3,3,3,9,3,3,3,22,3,3,0,3,3,11
496,10X244,The New School for Leadership and Journalism,Junior High-Intermediate-Middle,10.0,3,3,3,3,3,3,3,13,3,3,0,3,3,3
497,10X246,P.S. 246 Poe Center,Elementary,10.0,3,3,3,3,3,3,3,3,0,3,0,3,3,3
498,10X254,I.S. 254,Junior High-Intermediate-Middle,10.0,3,3,3,3,3,3,3,14,0,12,0,3,3,3
499,10X264,Bronx Academy for Software Engineering (BASE),High school,10.0,3,3,3,3,3,3,3,47,3,3,0,3,3,3
500,10X268,Kingsbridge International High School,High school,10.0,3,3,3,3,3,3,3,19,3,3,0,3,3,3
501,10X279,"P.S. 279 Captain Manuel Rivera, Jr.",K-8,10.0,3,3,3,3,3,3,3,3,151,3,0,3,3,3
502,10X280,P.S./M.S. 280 Mosholu Parkway,K-8,10.0,3,3,3,3,3,3,3,15,3,3,0,3,3,3
503,10X284,Bronx School of Law and Finance,High school,10.0,3,3,3,3,3,3,3,12,0,6,0,3,3,3
504,10X291,P.S. 291,Elementary,10.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
505,10X306,P.S. 306,Elementary,10.0,3,3,3,3,3,3,3,3,8,3,0,3,3,3
506,10X307,Luisa Pineiro Fuentes School of Science and Discov,Elementary,10.0,3,3,3,3,3,3,3,3,7,3,0,3,3,3
507,10X308,Bronx Dance Academy School,Junior High-Intermediate-Middle,10.0,3,3,3,6,3,3,3,11,8,18,0,3,3,7
508,10X310,P.S. 310 Marble Hill,Elementary,10.0,3,3,3,3,3,3,3,3,12,3,0,3,3,3
509,10X315,P.S. 315 Lab School,K-8,10.0,3,3,3,3,3,3,3,3,21,3,0,3,3,3
510,10X319,Providing Urban Learners Success In Education High,High school,10.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
511,10X331,The Bronx School of Young Leaders,Junior High-Intermediate-Middle,10.0,3,3,3,3,3,3,3,11,3,3,0,3,3,3
512,10X340,P.S. 340,Elementary,10.0,3,3,3,3,3,3,3,3,9,3,0,3,3,3
513,10X342,International School for Liberal Arts,Secondary School,10.0,3,3,3,3,3,3,3,41,3,3,0,3,3,3
514,10X344,Ampark Neighborhood,Elementary,10.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
515,10X351,Bronx Collaborative High School,High school,10.0,3,3,3,3,3,3,3,39,3,3,0,3,3,3
516,10X353,World View High School,High school,10.0,3,3,3,3,3,3,3,24,3,3,0,3,3,3
517,10X360,P.S. 360,Elementary,10.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
518,10X363,Academy For Personal Leadership And Excellence,Junior High-Intermediate-Middle,10.0,3,3,3,3,3,3,3,3,3,16,0,3,3,3
519,10X368,In-Tech Academy (M.S. / High School 368),Secondary School,10.0,3,3,3,6,3,3,3,3,38,3,0,3,3,7
520,10X374,Knowledge and Power Preparatory Academy Internatio,High school,10.0,3,3,3,3,3,3,3,17,3,3,0,3,3,3
521,10X382,"Elementary School for Math, Science, and Technolog",Elementary,10.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
522,10X386,School for Environmental Citizenship,Elementary,10.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
523,10X390,M.S. 390,Junior High-Intermediate-Middle,10.0,3,3,3,3,3,3,3,23,3,3,0,3,3,3
524,10X391,The Angelo Patri Middle School,Junior High-Intermediate-Middle,10.0,3,3,3,3,3,3,3,21,48,19,0,3,3,8
525,10X396,P.S. 396,Elementary,10.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
526,10X397,English Language Learners and International Suppor,High school,10.0,3,3,3,3,3,3,3,10,3,3,0,3,3,3
527,10X433,High School for Teaching and the Professions,High school,10.0,3,3,3,3,3,3,3,35,3,3,0,3,3,3
528,10X434,Belmont Preparatory High School,High school,10.0,3,3,3,3,3,3,3,8,3,3,0,3,3,3
529,10X437,Fordham High School for the Arts,High school,10.0,3,3,3,3,3,3,3,3,0,3,0,3,3,3
530,10X438,Fordham Leadership Academy,High school,10.0,3,3,3,3,3,3,3,13,36,8,0,3,3,3
531,10X439,Bronx High School for Law and Community Service,High school,10.0,3,3,3,3,3,3,3,18,0,9,0,3,3,3
532,10X440,DeWitt Clinton High School,High school,10.0,3,3,3,3,3,3,3,189,3,3,0,3,3,7
533,10X442,"Celia Cruz Bronx High School of Music, The",High school,10.0,3,3,3,3,3,3,3,24,3,3,0,3,3,3
534,10X445,The Bronx High School of Science,High school,10.0,3,3,3,3,3,3,3,11,0,8,0,3,3,7
535,10X447,Creston Academy,Junior High-Intermediate-Middle,10.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3
536,10X459,East Fordham Academy for the Arts,Junior High-Intermediate-Middle,10.0,3,3,3,3,3,3,3,8,30,14,0,3,3,3
537,10X477,Marble Hill High School for International Studies,High school,10.0,3,3,3,3,3,3,3,10,3,3,0,3,3,3
538,10X503,Walton Yabc,High school,79.0,3,3,3,3,3,3,3,3,0,0,0,3,3,3
539,10X504,Kennedy Yabc,High school,79.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
540,10X524,Crotona International High School,High school,10.0,3,3,3,3,3,3,3,8,3,3,0,3,3,3
541,10X546,Bronx Theatre High School,High school,10.0,3,3,3,3,3,3,3,27,3,3,0,3,3,3
542,10X549,Discovery High School,High school,10.0,3,3,3,3,3,3,3,0,0,3,0,3,3,3
543,10X565,High School for Energy and Technology,High school,10.0,3,3,3,3,3,3,3,18,0,8,0,3,3,6
544,10X668,Dewitt Clinton Campus YABC,High school,79.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
545,10X696,High School of American Studies at Lehman College,High school,10.0,3,3,3,3,3,3,3,3,0,3,0,3,3,3
546,11X016,P.S. 016 Wakefield,Elementary,11.0,3,3,3,3,3,3,3,3,17,3,0,3,3,3
547,11X019,P.S. 019 Judith K. Weiss,K-8,11.0,3,3,3,3,3,3,3,3,15,3,0,3,3,3
548,11X021,P.S. 021 Philip H. Sheridan,Elementary,11.0,3,3,3,3,3,3,3,6,3,3,0,3,3,3
549,11X041,P.S. 041 Gun Hill Road,Elementary,11.0,3,3,3,3,3,3,3,3,11,3,0,3,3,3
550,11X068,P.S. 068 Bronx,Elementary,11.0,3,3,3,3,3,3,3,3,26,3,0,3,3,3
551,11X076,P.S. 076 The Bennington School,Elementary,11.0,3,3,3,3,3,3,3,3,45,3,0,3,3,3
552,11X078,P.S. 078 Anne Hutchinson,Elementary,11.0,3,3,3,3,3,3,3,9,16,0,0,3,3,3
553,11X083,P.S. 083 Donald Hertz,K-8,11.0,3,3,3,3,3,3,3,15,55,21,0,3,3,3
554,11X087,P.S. 087 Bronx,Elementary,11.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
555,11X089,P.S. 089 Bronx,K-8,11.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3
556,11X096,P.S. 096 Richard Rodgers,Elementary,11.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
557,11X097,P.S. 097 Bronx,Elementary,11.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3
558,11X103,P.S. 103 Hector Fontanez,Elementary,11.0,3,3,3,3,3,3,3,3,46,3,0,3,3,3
559,11X105,P.S. 105 Sen Abraham Bernstein,Elementary,11.0,3,3,3,3,3,3,3,0,0,3,0,3,3,3
560,11X106,P.S. 106 Parkchester,Elementary,11.0,3,3,3,3,3,3,3,3,8,3,0,3,3,3
561,11X108,P.S. 108 Philip J. Abinanti,Elementary,11.0,3,3,3,3,3,3,3,3,9,3,0,3,3,3
562,11X111,P.S. 111 Seton Falls,Elementary,11.0,3,3,3,3,3,3,3,6,9,0,0,3,3,3
563,11X112,P.S. 112 Bronxwood,Elementary,11.0,3,3,3,3,3,3,3,3,0,0,0,3,3,3
564,11X121,P.S. 121 Throop,Elementary,11.0,3,3,3,3,3,3,3,0,7,0,0,3,3,3
565,11X127,J.H.S. 127 The Castle Hill,Junior High-Intermediate-Middle,11.0,3,3,3,3,3,3,3,3,59,3,0,3,3,3
566,11X144,J.H.S. 144 Michelangelo,Junior High-Intermediate-Middle,11.0,3,3,3,3,3,3,3,22,29,14,0,3,3,10
567,11X153,P.S. 153 Helen Keller,Elementary,11.0,3,3,3,3,3,3,3,3,44,3,0,3,3,3
568,11X160,P.S. 160 Walt Disney,Elementary,11.0,3,3,3,3,3,3,3,0,7,0,0,3,3,3
569,11X169,Baychester Academy,Elementary,11.0,3,3,3,3,3,3,3,3,35,3,0,3,3,3
570,11X175,P.S. 175 City Island,K-8,11.0,3,3,3,3,3,3,3,6,0,0,0,3,3,3
571,11X178,P.S. 178 - Dr. Selman Waksman,Elementary,11.0,3,3,3,3,3,3,3,0,28,0,0,3,3,3
572,11X180,M.S. 180 Dr. Daniel Hale Williams,Junior High-Intermediate-Middle,11.0,3,3,16,3,3,3,3,18,137,18,0,3,3,17
573,11X181,I.S. 181 Pablo Casals,Junior High-Intermediate-Middle,11.0,3,3,10,3,3,3,3,43,65,24,0,3,3,14
574,11X189,Cornerstone Academy for Social Action,Elementary,11.0,3,3,3,3,3,3,3,9,10,0,0,3,3,3
575,11X194,P.S./M.S. 194,K-8,11.0,3,3,3,3,3,3,3,35,3,3,0,3,3,3
576,11X249,Bronx Health Sciences High School,High school,11.0,3,3,3,3,3,3,3,3,0,0,0,3,3,3
577,11X253,Bronx High School for Writing and Communication Ar,High school,11.0,3,3,7,3,3,3,3,30,3,3,0,3,3,9
578,11X265,Bronx Lab School,High school,11.0,3,3,3,3,3,3,3,72,0,11,0,3,3,8
579,11X270,Academy for Scholarship and Entrepreneurship: A Co,High school,11.0,3,3,3,3,3,3,3,129,3,3,0,3,3,10
580,11X275,High School of Computers and Technology,High school,11.0,3,3,3,3,3,3,3,25,3,3,0,3,3,7
581,11X287,North Bronx School of Empowerment,Junior High-Intermediate-Middle,11.0,3,3,3,3,3,3,3,3,3,48,0,3,3,8
582,11X288,Collegiate Institute for Math and Science,High school,11.0,3,3,3,3,3,3,3,30,3,3,0,3,3,8
583,11X290,Bronx Academy of Health Careers,High school,11.0,3,3,6,3,3,3,3,15,3,3,0,3,3,7
584,11X299,Astor Collegiate Academy,High school,11.0,3,3,3,3,3,3,3,26,0,9,0,3,3,3
585,11X326,Bronx Green Middle School,Junior High-Intermediate-Middle,11.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3
586,11X355,Bronx Alliance Middle School,Junior High-Intermediate-Middle,11.0,3,3,3,3,3,3,3,3,0,3,0,3,3,3
587,11X357,Young Voices Academy of the Bronx,Elementary,11.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3
588,11X370,Leaders of Tomorrow,Junior High-Intermediate-Middle,11.0,3,3,9,3,3,3,3,45,38,33,0,3,3,12
589,11X417,C Columbus Hs Yabc,High school,79.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
590,11X418,Bronx High School for the Visual Arts,High school,11.0,3,3,3,3,3,3,3,34,3,3,0,3,3,3
591,11X455,Harry S Truman High School,High school,11.0,3,3,13,3,3,3,3,128,0,54,0,3,3,17
592,11X462,Cornerstone Academy for Social Action Middle Schoo,Junior High-Intermediate-Middle,11.0,3,3,3,3,3,3,3,3,3,11,0,3,3,3
593,11X468,Pelham Academy of Academics and Community Engageme,Junior High-Intermediate-Middle,11.0,3,3,3,3,3,3,3,6,0,11,0,3,3,3
594,11X481,The STEAM Bridge School,Elementary,11.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
595,11X483,The Matilda Avenue School,Elementary,11.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3
596,11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,K-8,11.0,3,3,3,3,3,3,3,3,45,3,0,3,3,3
597,11X508,Bronxdale High School,High school,11.0,3,3,3,3,3,3,3,3,3,10,0,3,3,7
598,11X509,High School of Language and Innovation,High school,11.0,3,3,3,3,3,3,3,27,3,3,0,3,3,3
599,11X513,New World High School,High school,11.0,3,3,3,3,3,3,3,22,3,3,0,3,3,3
600,11X514,The Bronxwood Preparatory Academy,High school,11.0,3,3,3,3,3,3,3,45,3,3,0,3,3,3
601,11X529,One World Middle School at Edenwald,Junior High-Intermediate-Middle,11.0,3,3,3,3,3,3,3,6,11,8,0,3,3,3
602,11X532,Baychester Middle School,Junior High-Intermediate-Middle,11.0,3,3,3,3,3,3,3,10,11,8,0,3,3,3
603,11X542,Pelham Preparatory Academy,High school,11.0,3,3,3,3,3,3,3,36,7,10,0,3,3,7
604,11X544,High School for Contemporary Arts,High school,11.0,3,3,3,3,3,3,3,22,0,14,0,3,3,6
605,11X545,Bronx Aerospace High School,High school,11.0,3,3,3,8,3,3,3,52,3,3,0,3,3,14
606,11X556,Bronx Park Middle School,Junior High-Intermediate-Middle,11.0,3,3,3,3,3,3,3,3,3,6,0,3,3,3
607,11X566,Pelham Gardens Middle School,Junior High-Intermediate-Middle,11.0,3,3,3,3,3,3,3,10,12,10,0,3,3,3
608,11X567,Linden Tree Elementary School,Elementary,11.0,3,3,3,3,3,3,3,3,17,3,0,3,3,3
609,12X006,P.S. 006 West Farms,Elementary,12.0,3,3,3,3,3,3,3,3,14,3,0,3,3,3
610,12X044,P.S. 044 David C. Farragut,Elementary,12.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3
611,12X047,P.S. 047 John Randolph,Elementary,12.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
612,12X057,P.S. 057 Crescent,Elementary,12.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
613,12X061,P.S. 061 Francisco Oller,Elementary,12.0,3,3,3,3,3,3,3,0,19,0,0,3,3,3
614,12X066,P.S. 066 School of Higher Expectations,Elementary,12.0,3,3,3,3,3,3,3,0,3,3,0,3,3,3
615,12X067,P.S. 067 Mohegan School,Elementary,12.0,3,3,3,3,3,3,3,0,9,0,0,3,3,3
616,12X098,J.H.S. 098 Herman Ridder,Junior High-Intermediate-Middle,12.0,3,3,3,3,3,3,3,3,14,3,0,3,3,3
617,12X129,M.S. 129 Academy for Independent Learning and Lead,Junior High-Intermediate-Middle,12.0,3,3,3,3,3,3,3,3,3,15,0,3,3,3
618,12X134,P.S. 134 George F. Bristow,Elementary,12.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3
619,12X150,P.S. 150 Charles James Fox,Elementary,12.0,3,3,3,3,3,3,3,3,51,3,0,3,3,3
620,12X190,E.S.M.T- I.S. 190,Junior High-Intermediate-Middle,12.0,3,3,3,3,3,3,3,11,3,3,0,3,3,3
621,12X195,P.S. 195,Elementary,12.0,3,3,3,3,3,3,3,3,11,3,0,3,3,3
622,12X196,P.S. 196,Elementary,12.0,3,3,3,3,3,3,3,3,205,3,0,3,3,3
623,12X211,P.S. 211,K-8,12.0,3,3,3,3,3,3,3,3,118,3,0,3,3,3
624,12X212,P.S. 212,K-8,12.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
625,12X214,P.S. 214,K-8,12.0,3,3,11,3,3,3,3,24,36,32,0,3,3,12
626,12X217,School of Performing Arts,Junior High-Intermediate-Middle,12.0,3,3,3,3,3,3,3,3,3,11,0,3,3,3
627,12X242,Mott Hall V,Secondary School,12.0,3,3,3,3,3,3,3,45,3,3,0,3,3,3
628,12X248,"Metropolitan High School, The",High school,12.0,3,3,6,6,3,3,3,102,0,17,0,7,7,14
629,12X251,Explorations Academy H.S.,High school,12.0,3,3,3,16,3,3,3,76,3,3,0,7,13,20
630,12X267,Bronx Latin,Secondary School,12.0,3,3,3,3,3,3,3,105,109,16,0,3,3,3
631,12X271,East Bronx Academy for the Future,Secondary School,12.0,3,3,3,12,3,3,3,33,13,34,0,7,12,19
632,12X273,Frederick Douglass Academy V. Middle School,Junior High-Intermediate-Middle,12.0,3,3,3,3,3,3,3,0,0,3,0,3,3,3
633,12X286,Fannie Lou Hamer Middle School,Junior High-Intermediate-Middle,12.0,3,3,3,3,3,3,3,13,3,3,0,3,3,3
634,12X300,The School of Science and Applied Learning,Elementary,12.0,3,3,3,3,3,3,3,0,0,3,0,3,3,3
635,12X314,Fairmont Neighborhood School,Elementary,12.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
636,12X316,Kappa III,Junior High-Intermediate-Middle,12.0,3,3,3,3,3,3,3,3,3,7,0,3,3,3
637,12X318,"I.S. X318 Math, Science & Technology Through Arts",Junior High-Intermediate-Middle,12.0,3,3,3,3,3,3,3,26,3,3,0,3,3,3
638,12X341,Accion Academy,Junior High-Intermediate-Middle,12.0,3,3,3,3,3,3,3,27,57,17,0,3,3,6
639,12X383,Emolior Academy,Junior High-Intermediate-Middle,12.0,3,3,3,3,3,3,3,3,3,14,0,3,3,3
640,12X388,Pan American International High School at Monroe,High school,12.0,3,3,3,3,3,3,3,17,3,3,0,3,3,6
641,12X428,Learning To Work Yabc At Monroe Academy,High school,79.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
642,12X446,Arturo A. Schomburg Satellite Academy Bronx,High school,12.0,3,3,3,3,3,3,3,20,3,3,0,3,3,3
643,12X458,Samara Community School,Elementary,12.0,3,3,3,3,3,3,3,0,0,3,0,3,3,3
644,12X463,Urban Scholars Community School,Elementary,12.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
645,12X478,The Cinema School,High school,12.0,3,3,3,3,3,3,3,12,3,3,0,3,3,3
646,12X479,Bronx Career and College Preparatory High School,High school,12.0,3,3,3,3,3,3,3,26,3,3,0,3,3,3
647,12X480,Bronx Regional High School,High school,12.0,3,3,3,3,3,3,3,18,3,3,0,3,3,3
648,12X511,Bronx Envision Academy,High school,12.0,3,3,3,3,3,3,3,25,8,15,0,3,3,6
649,12X521,The Metropolitan Soundview High School,High school,12.0,3,3,3,3,3,3,3,42,3,3,0,3,3,3
650,12X531,Archer Elementary School,Elementary,12.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3
651,12X536,P.S. 536,Elementary,12.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
652,12X550,High School of World Cultures,High school,12.0,3,3,3,3,3,3,3,3,0,3,0,3,3,3
653,12X595,P.S. 595,Elementary,12.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
654,12X682,Fannie Lou Hamer Freedom High School,High school,12.0,3,3,3,3,3,3,3,92,0,18,0,3,3,6
655,12X684,Wings Academy,High school,12.0,3,3,19,8,3,3,3,3,3,69,0,7,21,28
656,12X691,Bronx Little School,Elementary,12.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
657,13K003,P.S. 003 The Bedford Village,Elementary,13.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
658,13K008,P.S. 008 Robert Fulton,K-8,13.0,3,3,3,3,3,3,3,0,26,0,0,3,3,3
659,13K009,P.S. 009 Teunis G. Bergen,Elementary,13.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
660,13K011,P.S. 011 Purvis J. Behan,Elementary,13.0,3,3,3,3,3,3,3,3,11,3,0,3,3,3
661,13K020,P.S. 020 Clinton Hill,Elementary,13.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
662,13K044,P.S. 044 Marcus Garvey,Elementary,13.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
663,13K046,P.S. 046 Edward C. Blum,Elementary,13.0,3,3,3,3,3,3,3,3,0,3,0,3,3,3
664,13K054,P.S. 054 Samuel C. Barnes,Elementary,13.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
665,13K056,P.S. 056 Lewis H. Latimer,Elementary,13.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3
666,13K067,P.S. 067 Charles A. Dorsey,Elementary,13.0,3,3,3,3,3,3,3,3,11,3,0,3,3,3
667,13K093,P.S. 093 William H. Prescott,Elementary,13.0,3,3,3,3,3,3,3,3,0,0,0,3,3,3
668,13K113,M.S. 113 Ronald Edmonds Learning Center,Junior High-Intermediate-Middle,13.0,3,3,3,3,3,3,3,7,0,18,0,3,3,3
669,13K133,P.S. 133 William A. Butler,Elementary,13.0,3,3,3,3,3,3,3,3,0,0,0,3,3,3
670,13K256,P.S. 256 Benjamin Banneker,Elementary,13.0,3,3,3,3,3,3,3,3,3,0,0,3,3,3
671,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Secondary School,13.0,3,3,3,3,3,3,3,7,3,3,0,3,3,3
672,13K266,M.S. K266 - Park Place Community Middle School,Junior High-Intermediate-Middle,13.0,3,3,3,3,3,3,3,13,7,17,0,3,3,3
673,13K270,P.S. 270 Johann DeKalb,Elementary,13.0,3,3,3,3,3,3,3,3,7,3,0,3,3,3
674,13K282,P.S. 282 Park Slope,K-8,13.0,3,3,3,3,3,3,3,0,3,3,0,3,3,3
675,13K287,P.S. 287 Bailey K. Ashford,Elementary,13.0,3,3,3,3,3,3,3,0,3,0,0,3,3,3
676,13K301,Satellite East Middle School,Junior High-Intermediate-Middle,13.0,3,3,3,3,3,3,3,7,12,6,0,3,3,3
677,13K305,P.S. 305 Dr. Peter Ray,Elementary,13.0,3,3,3,3,3,3,3,0,0,0,0,3,3,3
678,13K307,P.S. 307 Daniel Hale Williams,Elementary,13.0,3,3,3,3,3,3,3,3,3,3,0,3,3,3
679,13K313,Dock Street School for STEAM Studies,Junior High-Intermediate-Middle,13.0,3,3,3,3,3,3,3,11,3,3,0,3,3,3
680,13K350,Urban Assembly School for Music and Art,High school,13.0,3,3,3,3,3,3,3,3,3,18,0,3,3,3
681,13K351,The Urban Assembly Unison School,Junior High-Intermediate-Middle,13.0,3,3,3,3,3,3,3,12,10,12,0,3,3,3
682,13K412,Brooklyn Community Arts & Media High School (BCAM),High school,13.0,3,3,3,3,3,3,3,0,0,17,0,3,3,3
683,13K419,"Science Skills Center High School for Science, Tec",High school,13.0,3,3,3,3,3,3,3,3,3,10,0,3,3,3
684,13K430,Brooklyn Technical High School,High school,13.0,3,3,3,3,3,3,3,85,3,3,0,3,3,8
685,13K439,Brooklyn International High School,High school,13.0,3,3,3,3,3,3,3,3,0,0,0,3,3,3
686,13K483,The Urban Assembly School for Law and Justice,High school,13.0,3,3,3,3,3,3,3,76,27,10,0,3,3,3
687,13K492,Academy of Arts and Letters,K-8,13.0,3,3,3,3,3,3,3,6,3,3,0,3,3,3
